Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
21_P_31_S21_L001_R1_001	21_P_31_S21_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76580854.0	0.0	28.0	49.0	83.45501596126212	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
21_P_31_S21_L001_R2_001	21_P_31_S21_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76580854.0	0.0	150.0	45.0	65.2150956588739	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
21_P_31_S21_L002_I1_001	21_P_31_S21_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75625754.0	0.0	10.0	59.0	4.6280530307175516e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L002_I2_001	21_P_31_S21_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75625754.0	0.0	10.0	50.0	4.760283117309482e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L002_R1_001	21_P_31_S21_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75625754.0	0.0	28.0	49.0	83.41620475367112	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
21_P_31_S21_L002_R2_001	21_P_31_S21_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75625754.0	0.0	150.0	45.0	65.01717740337425	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
21_P_31_S21_L003_I1_001	21_P_31_S21_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70992446.0	0.0	10.0	59.0	4.9301019998662964e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L003_I2_001	21_P_31_S21_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70992446.0	0.0	10.0	50.0	5.070962057005333e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L003_R1_001	21_P_31_S21_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70992446.0	0.0	28.0	49.0	83.49495291547291	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
21_P_31_S21_L003_R2_001	21_P_31_S21_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70992446.0	0.0	150.0	45.0	64.7883584415655	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
21_P_31_S21_L004_I1_001	21_P_31_S21_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69440655.0	0.0	10.0	59.0	5.184282895949066e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L004_I2_001	21_P_31_S21_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69440655.0	0.0	10.0	50.0	5.3282907541698736e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L004_R1_001	21_P_31_S21_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69440655.0	0.0	28.0	49.0	84.5756868837254	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
21_P_31_S21_L004_R2_001	21_P_31_S21_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69440655.0	0.0	150.0	45.0	65.66687625216258	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
22_P_32_S22_L001_I1_001	22_P_32_S22_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68429475.0	0.0	10.0	49.0	5.114755008715178e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L001_I2_001	22_P_32_S22_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68429475.0	0.0	10.0	59.0	5.114755008715178e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L001_R1_001	22_P_32_S22_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68429475.0	0.0	28.0	49.0	74.41105211331475	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
22_P_32_S22_L001_R2_001	22_P_32_S22_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68429475.0	0.0	150.0	44.0	65.93524603758053	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
22_P_32_S22_L002_I1_001	22_P_32_S22_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67558634.0	0.0	10.0	49.0	5.180684973589016e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L002_I2_001	22_P_32_S22_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67558634.0	0.0	10.0	59.0	5.328704544262988e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L002_R1_001	22_P_32_S22_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67558634.0	0.0	28.0	49.0	74.42749495086586	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
22_P_32_S22_L002_R2_001	22_P_32_S22_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67558634.0	0.0	150.0	44.0	65.5866224042321	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
22_P_32_S22_L003_I1_001	22_P_32_S22_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63672844.0	0.0	10.0	49.0	5.496848860716823e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L003_I2_001	22_P_32_S22_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63672844.0	0.0	10.0	59.0	5.8109545099006415e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L003_R1_001	22_P_32_S22_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63672844.0	0.0	28.0	49.0	75.07587548768298	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
22_P_32_S22_L003_R2_001	22_P_32_S22_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63672844.0	0.0	150.0	44.0	65.75236599264755	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
22_P_32_S22_L004_I1_001	22_P_32_S22_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62191048.0	0.0	10.0	49.0	5.788614464255369e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L004_I2_001	22_P_32_S22_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62191048.0	0.0	10.0	59.0	5.9494093104846854e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L004_R1_001	22_P_32_S22_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62191048.0	0.0	28.0	49.0	76.06462623807774	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
22_P_32_S22_L004_R2_001	22_P_32_S22_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62191048.0	0.0	150.0	44.0	66.65451948403943	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
23_V_31_S23_L001_I1_001	23_V_31_S23_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63131911.0	0.0	10.0	70.0	5.5439474974866515e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L001_I2_001	23_V_31_S23_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63131911.0	0.0	10.0	50.0	5.5439474974866515e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L001_R1_001	23_V_31_S23_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63131911.0	0.0	28.0	49.0	76.23668733207164	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
23_V_31_S23_L001_R2_001	23_V_31_S23_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63131911.0	0.0	150.0	43.0	71.96494354830216	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
23_V_31_S23_L002_I1_001	23_V_31_S23_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62384067.0	0.0	10.0	70.0	5.610406900851783e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L002_I2_001	23_V_31_S23_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62384067.0	0.0	10.0	50.0	5.7707042408761204e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L002_R1_001	23_V_31_S23_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62384067.0	0.0	28.0	49.0	75.95374107008267	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
23_V_31_S23_L002_R2_001	23_V_31_S23_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62384067.0	0.0	150.0	43.0	71.62075289902596	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
23_V_31_S23_L003_I1_001	23_V_31_S23_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58507965.0	0.0	10.0	70.0	5.9820914981404675e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L003_I2_001	23_V_31_S23_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58507965.0	0.0	10.0	50.0	6.323925298034207e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L003_R1_001	23_V_31_S23_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58507965.0	0.0	28.0	49.0	76.62582932645883	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
23_V_31_S23_L003_R2_001	23_V_31_S23_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58507965.0	0.0	150.0	43.0	71.82591935582046	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
23_V_31_S23_L004_I1_001	23_V_31_S23_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57182429.0	0.0	10.0	70.0	6.295640221929013e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L004_I2_001	23_V_31_S23_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57182429.0	0.0	10.0	49.0	6.470519116982597e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L004_R1_001	23_V_31_S23_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57182429.0	0.0	28.0	49.0	77.9144297494109	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
23_V_31_S23_L004_R2_001	23_V_31_S23_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57182429.0	0.0	150.0	43.0	72.90892194219049	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
24_V_32_S24_L001_I1_001	24_V_32_S24_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61747971.0	0.0	10.0	29.0	5.668202441825984e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L001_I2_001	24_V_32_S24_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61747971.0	0.0	10.0	50.0	5.668202441825984e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L001_R1_001	24_V_32_S24_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61747971.0	0.0	28.0	49.0	67.90563582391819	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
24_V_32_S24_L001_R2_001	24_V_32_S24_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61747971.0	0.0	150.0	43.0	71.52258202975572	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
24_V_32_S24_L002_I1_001	24_V_32_S24_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61003592.0	0.0	10.0	29.0	5.7373670717619385e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L002_I2_001	24_V_32_S24_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61003592.0	0.0	10.0	50.0	5.9012918452408505e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L002_R1_001	24_V_32_S24_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61003592.0	0.0	28.0	49.0	67.97192387559517	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
24_V_32_S24_L002_R2_001	24_V_32_S24_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61003592.0	0.0	150.0	43.0	71.62396373138881	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
24_V_32_S24_L003_I1_001	24_V_32_S24_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57239027.0	0.0	10.0	29.0	6.114709112717796e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L003_I2_001	24_V_32_S24_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57239027.0	0.0	10.0	50.0	6.464121062015957e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L003_R1_001	24_V_32_S24_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57239027.0	0.0	28.0	49.0	68.92485166710078	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
24_V_32_S24_L003_R2_001	24_V_32_S24_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57239027.0	0.0	150.0	43.0	71.60427431000939	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
24_V_32_S24_L004_I1_001	24_V_32_S24_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56019796.0	0.0	10.0	29.0	6.426299731616302e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L004_I2_001	24_V_32_S24_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56019796.0	0.0	10.0	50.0	6.604808057494533e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L004_R1_001	24_V_32_S24_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56019796.0	0.0	28.0	49.0	69.8921268177656	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
24_V_32_S24_L004_R2_001	24_V_32_S24_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56019796.0	0.0	150.0	43.0	72.71112642917619	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	pass
25_P_33_S25_L001_I1_001	25_P_33_S25_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69806633.0	0.0	10.0	59.0	5.013850188133268e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L001_I2_001	25_P_33_S25_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69806633.0	0.0	10.0	30.0	5.013850188133268e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L001_R1_001	25_P_33_S25_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69806633.0	0.0	28.0	49.0	91.19019055566456	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
25_P_33_S25_L001_R2_001	25_P_33_S25_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69806633.0	0.0	150.0	42.0	75.88485495336391	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
25_P_33_S25_L002_I1_001	25_P_33_S25_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68989068.0	0.0	10.0	59.0	5.0732675501573665e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L002_I2_001	25_P_33_S25_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68989068.0	0.0	10.0	30.0	5.218218051590435e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L002_R1_001	25_P_33_S25_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68989068.0	0.0	28.0	49.0	91.36740524261647	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
25_P_33_S25_L002_R2_001	25_P_33_S25_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68989068.0	0.0	150.0	42.0	75.78112465366466	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
25_P_33_S25_L003_I1_001	25_P_33_S25_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64689154.0	0.0	10.0	59.0	5.4104896780687526e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L003_I2_001	25_P_33_S25_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64689154.0	0.0	10.0	30.0	5.7196605168155394e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L003_R1_001	25_P_33_S25_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64689154.0	0.0	28.0	49.0	91.157205969397	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
25_P_33_S25_L003_R2_001	25_P_33_S25_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64689154.0	0.0	150.0	42.0	75.90238430874466	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
25_P_33_S25_L004_I1_001	25_P_33_S25_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63422003.0	0.0	10.0	59.0	5.6762634885561715e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L004_I2_001	25_P_33_S25_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63422003.0	0.0	10.0	30.0	5.8339374743493986e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L004_R1_001	25_P_33_S25_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63422003.0	0.0	28.0	49.0	91.95925806863065	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
25_P_33_S25_L004_R2_001	25_P_33_S25_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63422003.0	0.0	150.0	42.0	76.69699487251108	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
26_P_34_S26_L001_I1_001	26_P_34_S26_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66562802.0	0.0	10.0	69.0	5.258192105554691e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L001_I2_001	26_P_34_S26_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66562802.0	0.0	10.0	39.0	5.258192105554691e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L001_R1_001	26_P_34_S26_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66562802.0	0.0	28.0	49.0	84.74663728050682	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
26_P_34_S26_L001_R2_001	26_P_34_S26_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66562802.0	0.0	150.0	42.0	77.83127687617014	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
26_P_34_S26_L002_I1_001	26_P_34_S26_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65716118.0	0.0	10.0	69.0	5.3259384554638485e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L002_I2_001	26_P_34_S26_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65716118.0	0.0	10.0	39.0	5.478108125619958e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L002_R1_001	26_P_34_S26_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65716118.0	0.0	28.0	49.0	84.61692718850905	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
26_P_34_S26_L002_R2_001	26_P_34_S26_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65716118.0	0.0	150.0	42.0	77.50527519846618	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
26_P_34_S26_L003_I1_001	26_P_34_S26_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61524347.0	0.0	10.0	69.0	5.688804791377956e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L003_I2_001	26_P_34_S26_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61524347.0	0.0	10.0	39.0	6.013879350885269e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L003_R1_001	26_P_34_S26_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61524347.0	0.0	28.0	49.0	85.0084528303026	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
26_P_34_S26_L003_R2_001	26_P_34_S26_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61524347.0	0.0	150.0	42.0	77.8746771714114	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
26_P_34_S26_L004_I1_001	26_P_34_S26_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60337546.0	0.0	10.0	69.0	5.966434233172161e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L004_I2_001	26_P_34_S26_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60337546.0	0.0	10.0	39.0	6.132168517426943e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L004_R1_001	26_P_34_S26_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60337546.0	0.0	28.0	49.0	86.07861451573467	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
26_P_34_S26_L004_R2_001	26_P_34_S26_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60337546.0	0.0	150.0	42.0	78.44761520052354	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
27_V_33_S27_L001_I1_001	27_V_33_S27_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79888869.0	0.0	10.0	30.0	4.381085930757137e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L001_I2_001	27_V_33_S27_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79888869.0	0.0	10.0	69.0	4.381085930757137e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L001_R1_001	27_V_33_S27_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79888869.0	0.0	28.0	49.0	34.242589205165636	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
27_V_33_S27_L001_R2_001	27_V_33_S27_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79888869.0	0.0	150.0	44.0	60.49001438160002	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
27_V_33_S27_L002_I1_001	27_V_33_S27_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78939714.0	0.0	10.0	30.0	4.43376321327944e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L002_I2_001	27_V_33_S27_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78939714.0	0.0	10.0	69.0	4.560442162230281e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L002_R1_001	27_V_33_S27_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78939714.0	0.0	28.0	49.0	34.32487925793726	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
27_V_33_S27_L002_R2_001	27_V_33_S27_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78939714.0	0.0	150.0	44.0	60.247916297396856	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
27_V_33_S27_L003_I1_001	27_V_33_S27_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74013420.0	0.0	10.0	30.0	4.728872142376342e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L003_I2_001	27_V_33_S27_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74013420.0	0.0	10.0	69.0	4.99909340765499e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L003_R1_001	27_V_33_S27_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74013420.0	0.0	28.0	49.0	35.36092402632352	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
27_V_33_S27_L003_R2_001	27_V_33_S27_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74013420.0	0.0	150.0	44.0	60.90475634153674	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
27_V_33_S27_L004_I1_001	27_V_33_S27_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72601491.0	0.0	10.0	30.0	4.9585758507356276e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L004_I2_001	27_V_33_S27_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72601491.0	0.0	10.0	69.0	5.0963140688116166e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
